cell_id,xml_type,subtype,backend,surface,reader_class,product_claim,status,reason,evidence_ref
Spectrum/4:native:auto:FrequencySeriesMatrix,Spectrum,4,native,auto,FrequencySeriesMatrix,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/4:fallback:normalize:-,Spectrum,4,fallback,normalize,-,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype was not run through a reader in a clean no-dttxml process; only Spectrum/2 CSD has a verified frequency-product fallback probe.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/4:fallback:explicit:TimeSeries,Spectrum,4,fallback,explicit,TimeSeries,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/4:fallback:explicit:TimeSeriesDict,Spectrum,4,fallback,explicit,TimeSeriesDict,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/4:fallback:explicit:TimeSeriesMatrix,Spectrum,4,fallback,explicit,TimeSeriesMatrix,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/4:fallback:explicit:FrequencySeries,Spectrum,4,fallback,explicit,FrequencySeries,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/4:fallback:explicit:FrequencySeriesDict,Spectrum,4,fallback,explicit,FrequencySeriesDict,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/4:fallback:explicit:FrequencySeriesMatrix,Spectrum,4,fallback,explicit,FrequencySeriesMatrix,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/4:fallback:auto:TimeSeries,Spectrum,4,fallback,auto,TimeSeries,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/4:fallback:auto:TimeSeriesDict,Spectrum,4,fallback,auto,TimeSeriesDict,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/4:fallback:auto:TimeSeriesMatrix,Spectrum,4,fallback,auto,TimeSeriesMatrix,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/4:fallback:auto:FrequencySeries,Spectrum,4,fallback,auto,FrequencySeries,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/4:fallback:auto:FrequencySeriesDict,Spectrum,4,fallback,auto,FrequencySeriesDict,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/4:fallback:auto:FrequencySeriesMatrix,Spectrum,4,fallback,auto,FrequencySeriesMatrix,"FFT; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:external:normalize:-,Spectrum,5,external,normalize,-,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",observed,"Installed dttxml decodes embedded-frequency PSD and GWexpy source maps PSD into PSD and ASD aliases; surveyed layout only, without an integrated public reader assertion.",docs/plans/2026-09-25-diaggui-xml-product-audit.md#subtype-survey; tests/io/test_dttxml_issue726.py
Spectrum/5:external:explicit:TimeSeries,Spectrum,5,external,explicit,TimeSeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:external:explicit:TimeSeriesDict,Spectrum,5,external,explicit,TimeSeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:external:explicit:TimeSeriesMatrix,Spectrum,5,external,explicit,TimeSeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:external:explicit:FrequencySeries,Spectrum,5,external,explicit,FrequencySeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:external:explicit:FrequencySeriesDict,Spectrum,5,external,explicit,FrequencySeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:external:explicit:FrequencySeriesMatrix,Spectrum,5,external,explicit,FrequencySeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:external:auto:TimeSeries,Spectrum,5,external,auto,TimeSeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:external:auto:TimeSeriesDict,Spectrum,5,external,auto,TimeSeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:external:auto:TimeSeriesMatrix,Spectrum,5,external,auto,TimeSeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:external:auto:FrequencySeries,Spectrum,5,external,auto,FrequencySeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/5:external:auto:FrequencySeriesDict,Spectrum,5,external,auto,FrequencySeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/5:external:auto:FrequencySeriesMatrix,Spectrum,5,external,auto,FrequencySeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/5:native:normalize:-,Spectrum,5,native,normalize,-,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",observed,Native Spectrum dispatch has no entry for this subtype; this is an observed implementation limit for the surveyed source-backed layout.,gwexpy/io/dttxml_common.py::load_dttxml_native; docs/plans/2026-09-25-diaggui-xml-product-audit.md#subtype-survey
Spectrum/5:native:explicit:TimeSeries,Spectrum,5,native,explicit,TimeSeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:native:explicit:TimeSeriesDict,Spectrum,5,native,explicit,TimeSeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:native:explicit:TimeSeriesMatrix,Spectrum,5,native,explicit,TimeSeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:native:explicit:FrequencySeries,Spectrum,5,native,explicit,FrequencySeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:native:explicit:FrequencySeriesDict,Spectrum,5,native,explicit,FrequencySeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:native:explicit:FrequencySeriesMatrix,Spectrum,5,native,explicit,FrequencySeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:native:auto:TimeSeries,Spectrum,5,native,auto,TimeSeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:native:auto:TimeSeriesDict,Spectrum,5,native,auto,TimeSeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:native:auto:TimeSeriesMatrix,Spectrum,5,native,auto,TimeSeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:native:auto:FrequencySeries,Spectrum,5,native,auto,FrequencySeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/5:native:auto:FrequencySeriesDict,Spectrum,5,native,auto,FrequencySeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/5:native:auto:FrequencySeriesMatrix,Spectrum,5,native,auto,FrequencySeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/5:fallback:normalize:-,Spectrum,5,fallback,normalize,-,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,This subtype was not run through a reader in a clean no-dttxml process; only Spectrum/2 CSD has a verified frequency-product fallback probe.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:fallback:explicit:TimeSeries,Spectrum,5,fallback,explicit,TimeSeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:fallback:explicit:TimeSeriesDict,Spectrum,5,fallback,explicit,TimeSeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:fallback:explicit:TimeSeriesMatrix,Spectrum,5,fallback,explicit,TimeSeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:fallback:explicit:FrequencySeries,Spectrum,5,fallback,explicit,FrequencySeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:fallback:explicit:FrequencySeriesDict,Spectrum,5,fallback,explicit,FrequencySeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:fallback:explicit:FrequencySeriesMatrix,Spectrum,5,fallback,explicit,FrequencySeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:fallback:auto:TimeSeries,Spectrum,5,fallback,auto,TimeSeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:fallback:auto:TimeSeriesDict,Spectrum,5,fallback,auto,TimeSeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:fallback:auto:TimeSeriesMatrix,Spectrum,5,fallback,auto,TimeSeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/5:fallback:auto:FrequencySeries,Spectrum,5,fallback,auto,FrequencySeries,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:fallback:auto:FrequencySeriesDict,Spectrum,5,fallback,auto,FrequencySeriesDict,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/5:fallback:auto:FrequencySeriesMatrix,Spectrum,5,fallback,auto,FrequencySeriesMatrix,"PSD; embedded (f,Y) payload; float32 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:external:normalize:-,Spectrum,6,external,normalize,-,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",observed,"Installed dttxml decodes embedded-frequency CSD and GWexpy source maps CSD; surveyed layout only, without an integrated public reader assertion.",docs/plans/2026-09-25-diaggui-xml-product-audit.md#subtype-survey; tests/io/test_dttxml_issue726.py
Spectrum/6:external:explicit:TimeSeries,Spectrum,6,external,explicit,TimeSeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:external:explicit:TimeSeriesDict,Spectrum,6,external,explicit,TimeSeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:external:explicit:TimeSeriesMatrix,Spectrum,6,external,explicit,TimeSeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:external:explicit:FrequencySeries,Spectrum,6,external,explicit,FrequencySeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:external:explicit:FrequencySeriesDict,Spectrum,6,external,explicit,FrequencySeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:external:explicit:FrequencySeriesMatrix,Spectrum,6,external,explicit,FrequencySeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:external:auto:TimeSeries,Spectrum,6,external,auto,TimeSeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:external:auto:TimeSeriesDict,Spectrum,6,external,auto,TimeSeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:external:auto:TimeSeriesMatrix,Spectrum,6,external,auto,TimeSeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:external:auto:FrequencySeries,Spectrum,6,external,auto,FrequencySeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/6:external:auto:FrequencySeriesDict,Spectrum,6,external,auto,FrequencySeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/6:external:auto:FrequencySeriesMatrix,Spectrum,6,external,auto,FrequencySeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/6:native:normalize:-,Spectrum,6,native,normalize,-,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",observed,Native Spectrum dispatch has no entry for this subtype; this is an observed implementation limit for the surveyed source-backed layout.,gwexpy/io/dttxml_common.py::load_dttxml_native; docs/plans/2026-09-25-diaggui-xml-product-audit.md#subtype-survey
Spectrum/6:native:explicit:TimeSeries,Spectrum,6,native,explicit,TimeSeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:native:explicit:TimeSeriesDict,Spectrum,6,native,explicit,TimeSeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:native:explicit:TimeSeriesMatrix,Spectrum,6,native,explicit,TimeSeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:native:explicit:FrequencySeries,Spectrum,6,native,explicit,FrequencySeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:native:explicit:FrequencySeriesDict,Spectrum,6,native,explicit,FrequencySeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:native:explicit:FrequencySeriesMatrix,Spectrum,6,native,explicit,FrequencySeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype/class/backend/surface combination has no direct integrated read assertion; subtype inventory evidence does not establish every return-type and metadata route.,tests/io/test_dttxml_issue726.py; docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:native:auto:TimeSeries,Spectrum,6,native,auto,TimeSeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:native:auto:TimeSeriesDict,Spectrum,6,native,auto,TimeSeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:native:auto:TimeSeriesMatrix,Spectrum,6,native,auto,TimeSeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:native:auto:FrequencySeries,Spectrum,6,native,auto,FrequencySeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/6:native:auto:FrequencySeriesDict,Spectrum,6,native,auto,FrequencySeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/6:native:auto:FrequencySeriesMatrix,Spectrum,6,native,auto,FrequencySeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Auto identifier is present for this class but this subtype/backend auto-read combination lacks a direct positive assertion.,gwexpy/frequencyseries/io/dttxml.py:registration; docs/plans/2026-09-25-diaggui-xml-product-audit.md#registry-observations
Spectrum/6:fallback:normalize:-,Spectrum,6,fallback,normalize,-,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,This subtype was not run through a reader in a clean no-dttxml process; only Spectrum/2 CSD has a verified frequency-product fallback probe.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:fallback:explicit:TimeSeries,Spectrum,6,fallback,explicit,TimeSeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:fallback:explicit:TimeSeriesDict,Spectrum,6,fallback,explicit,TimeSeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:fallback:explicit:TimeSeriesMatrix,Spectrum,6,fallback,explicit,TimeSeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",N/A,Spectrum and TransferFunction are frequency-domain XML types,docs/plans/2026-09-25-diaggui-xml-product-audit.md#product-claims-and-n-a-rationale
Spectrum/6:fallback:explicit:FrequencySeries,Spectrum,6,fallback,explicit,FrequencySeries,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:fallback:explicit:FrequencySeriesDict,Spectrum,6,fallback,explicit,FrequencySeriesDict,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
Spectrum/6:fallback:explicit:FrequencySeriesMatrix,Spectrum,6,fallback,explicit,FrequencySeriesMatrix,"CSD; embedded (f,Y) payload; complex64 samples from subtype source survey",unverified,Frequency-product public reader behavior was not exercised in a clean no-dttxml environment for this class and surface.,docs/plans/2026-09-25-diaggui-xml-product-audit.md#coverage-gaps
